Id,SalePrice
1461,134202.47
1462,157231.1
1463,201548.19
1464,197816.34
1465,196803.77
1466,175911.97
1467,181044.12
1468,171764.47
1469,177937.3
1470,112462.52
1471,179741.44
1472,96360.97
1473,102782.69
1474,149382.02
1475,135592.25
1476,383976.12
1477,259744.33
1478,323285.6
1479,262495.97
1480,462845.4
1481,290910.97
1482,202435.28
1483,181741.02
1484,160790.78
1485,173678.31
1486,202277.9
1487,335520.72
1488,241356.34
1489,212013.5
1490,214027.62
1491,186327.73
1492,111117.61
1493,170838.75
1494,277256.22
1495,282324.84
1496,229965.81
1497,190029.1
1498,154864.83
1499,153590.64
1500,160066.3
1501,175285.98
1502,155555.47
1503,311353.47
1504,242845.1
1505,232632.92
1506,197023.53
1507,258396.17
1508,207541.39
1509,173401.23
1510,154168.5
1511,150483.75
1512,152526.06
1513,150927.81
1514,173753.05
1515,191452.45
1516,161535.92
1517,163825.22
1518,123615.06
1519,215592.94
1520,137293.98
1521,144388.7
1522,161759.9
1523,109712.16
1524,120614.7
1525,129097.08
1526,121155.164
1527,102923.91
1528,121670.01
1529,148412.69
1530,170369.47
1531,111659.41
1532,101038.35
1533,136571.31
1534,112919.625
1535,144964.36
1536,122906.23
1537,85410.77
1538,169157.58
1539,184813.45
1540,88153.234
1541,146127.25
1542,138956.03
1543,191658.0
1544,76136.98
1545,105463.56
1546,134334.08
1547,128404.8
1548,136864.95
1549,132029.42
1550,152643.38
1551,109355.56
1552,136209.86
1553,140498.89
1554,110506.7
1555,190580.28
1556,118313.195
1557,116478.65
1558,89818.234
1559,117199.52
1560,146031.03
1561,123037.984
1562,130271.766
1563,121135.72
1564,153370.22
1565,155288.08
1566,241035.62
1567,81735.39
1568,235723.83
1569,134484.62
1570,136893.44
1571,133390.61
1572,142492.9
1573,218885.47
1574,103633.4
1575,214564.52
1576,225608.42
1577,207820.0
1578,162020.58
1579,152484.84
1580,189632.86
1581,149117.5
1582,127687.93
1583,325504.06
1584,243470.11
1585,141250.36
1586,68801.81
1587,99750.414
1588,151715.4
1589,102578.59
1590,137717.77
1591,96308.53
1592,124012.13
1593,128417.01
1594,142270.45
1595,119327.88
1596,239447.27
1597,196707.89
1598,182730.94
1599,197604.34
1600,183435.52
1601,61402.195
1602,107331.37
1603,109497.6
1604,285835.88
1605,247158.0
1606,170603.05
1607,160359.8
1608,214560.14
1609,200925.61
1610,170971.4
1611,148265.4
1612,158457.42
1613,151717.88
1614,120002.82
1615,81074.37
1616,75197.45
1617,93461.45
1618,130006.82
1619,137468.66
1620,135447.12
1621,136891.86
1622,156203.08
1623,328110.7
1624,213517.52
1625,117995.87
1626,164060.2
1627,196784.3
1628,274712.6
1629,177440.25
1630,388189.22
1631,209287.44
1632,262947.2
1633,170359.73
1634,187690.69
1635,186147.02
1636,166838.44
1637,194030.4
1638,197171.25
1639,185132.22
1640,254938.05
1641,190226.4
1642,220417.38
1643,226137.9
1644,229901.28
1645,208037.86
1646,155007.2
1647,169192.67
1648,137725.88
1649,136382.83
1650,116659.16
1651,115743.97
1652,92931.484
1653,100250.44
1654,151324.89
1655,154031.11
1656,151257.12
1657,153401.97
1658,150572.44
1659,144219.2
1660,153910.11
1661,461758.9
1662,419027.6
1663,410404.62
1664,458237.88
1665,357140.25
1666,320452.72
1667,347573.03
1668,354052.53
1669,330372.94
1670,357587.22
1671,260836.47
1672,497981.12
1673,298033.97
1674,247570.64
1675,186907.75
1676,185867.14
1677,222073.45
1678,407785.9
