Id,SalePrice
1461,124289.99904268346
1462,157613.04055367733
1463,184324.61194465694
1464,190381.27438890008
1465,193148.31962387744
1466,176940.81540785058
1467,169428.3665229165
1468,172387.39024364395
1469,186628.32216114452
1470,123851.74753292908
1471,191850.88765735397
1472,94741.13059828343
1473,99016.13265483158
1474,150043.1174219768
1475,134708.12718092263
1476,398772.80375649745
1477,255105.2232124043
1478,310742.5543431898
1479,261072.0950581828
1480,485990.10703475797
1481,324929.5081963296
1482,208475.1653311868
1483,174693.41192526446
1484,171466.2377056837
1485,175567.5851376292
1486,197877.31284749723
1487,338818.57012770453
1488,228440.6890916735
1489,208950.4167302282
1490,208837.97894917295
1491,188046.94717298285
1492,103849.46005074956
1493,175275.80287611904
1494,298206.5354976574
1495,303547.63634065085
1496,230455.35722410836
1497,184266.72696361004
1498,157372.71622403723
1499,156856.99180402665
1500,160275.4471300218
1501,173719.07580210292
1502,161294.78198220517
1503,280120.26711391367
1504,235228.31335543198
1505,221059.8757709567
1506,195099.23897510913
1507,240883.3536360979
1508,202120.29035168863
1509,168265.5916844182
1510,148223.52122022706
1511,147510.18728958655
1512,165810.76500833666
1513,149070.5169897052
1514,151567.47191658334
1515,185935.1119276708
1516,152158.2391420579
1517,159636.62777032264
1518,132236.40332953612
1519,214365.34062985244
1520,137756.77224446062
1521,140593.9343242148
1522,163277.39747907495
1523,118121.86767050915
1524,128291.09671140905
1525,128464.53035923385
1526,125006.12253527713
1527,107548.62322122528
1528,131008.29611377136
1529,144973.62468612005
1530,171608.104521485
1531,117785.66490290778
1532,106135.55466782543
1533,144359.5127039007
1534,114619.59088407288
1535,149274.77175941924
1536,120165.83185193418
1537,76665.36978499452
1538,177367.39649601432
1539,222530.40611171018
1540,106513.43025442304
1541,144356.95716821932
1542,139821.94708542162
1543,197252.0723104161
1544,79393.11708871234
1545,104161.6595023495
1546,126867.9160457896
1547,135718.94476133026
1548,134955.35338351107
1549,111864.07214561626
1550,143640.0847453512
1551,113783.1677136889
1552,133459.82045582664
1553,142488.86053065778
1554,119084.74943483817
1555,185524.78394708765
1556,120652.74200216889
1557,124450.89413260296
1558,102535.3908743799
1559,107198.84093579526
1560,146510.59565009637
1561,138620.85348073358
1562,129202.136548618
1563,124669.34503847311
1564,153347.2153055843
1565,152274.43220296229
1566,236533.57803518063
1567,83141.36395626259
1568,232247.3458148923
1569,143513.44784471887
1570,136559.41865772143
1571,126303.37285618862
1572,143376.83888807427
1573,231776.07693231647
1574,113413.54859962061
1575,218183.30018718343
1576,218739.8432261561
1577,200742.1598163463
1578,152368.5174861322
1579,144367.40402448704
1580,188846.62891226955
1581,147250.28067859798
1582,133413.86828384074
1583,309475.08284205897
1584,230150.67739312563
1585,141688.80004115828
1586,71835.4361452682
1587,97976.55969358385
1588,147197.39458588485
1589,93052.0150519372
1590,131960.73865765263
1591,105357.2914752017
1592,125661.69885844285
1593,122601.7952401326
1594,133713.53739268077
1595,119743.32206116538
1596,240125.42261655343
1597,183093.66274707194
1598,189417.6360946247
1599,200917.9197249813
1600,186937.14220903703
1601,78383.55004255548
1602,106670.63382204263
1603,96868.29629621643
1604,274347.6110866349
1605,247828.45671658777
1606,166956.59799865304
1607,161128.4642505963
1608,218472.88900986462
1609,200358.20989042142
1610,165077.24797303
1611,147498.58335143267
1612,154987.19141476456
1613,153301.21874901146
1614,122899.27443827025
1615,90009.89705197644
1616,81840.54066489142
1617,92660.89290325067
1618,126477.72928146477
1619,134662.6136701898
1620,147307.70716417534
1621,143604.75064720568
1622,143593.4389550692
1623,289213.92033402115
1624,201510.58121198
1625,127210.69432383965
1626,166125.58186326397
1627,187001.60870165116
1628,277530.1369408497
1629,178698.2980204481
1630,362987.7492025001
1631,226266.48891963606
1632,251975.8400809561
1633,171775.63810820947
1634,187469.6037698304
1635,183213.07314171034
1636,160004.69953182677
1637,190519.81085058773
1638,207715.07807700947
1639,183187.030452744
1640,253982.20128831555
1641,183111.16261216573
1642,235338.97000564175
1643,226616.29087360483
1644,231495.06063999538
1645,193582.94250913183
1646,157966.32801468117
1647,163654.03678386885
1648,136662.7945227238
1649,137478.79633336276
1650,121153.15305156755
1651,124132.14769666546
1652,95656.32931914015
1653,99395.93312909905
1654,145203.4186332459
1655,153760.32328745848
1656,144264.2401680927
1657,145672.76340407925
1658,147146.84711480347
1659,141765.1480143242
1660,149678.54650554428
1661,448596.2721638661
1662,415814.4548130617
1663,381647.16127086873
1664,426094.05354925664
1665,325528.64287431486
1666,326622.29343827773
1667,364682.92091506824
1668,338713.12202934554
1669,313305.1719733082
1670,348140.4617615954
1671,266941.8641404776
1672,465585.57341444935
1673,306522.5716510806
1674,250735.05288364924
1675,189770.39326288056
1676,194714.05706767103
1677,219077.37923044743
1678,467849.9405298708
1679,387759.5587296069
1680,329507.75877985946
1681,273982.87653462245
1682,309710.1412036442
1683,184503.60608749476
1684,173108.1254801103
1685,173936.6350081068
1686,167223.65836526034
1687,169603.8111095234
1688,187502.50308981
1689,191846.99416433685
1690,186617.65983970498
1691,179592.3074774334
1692,264662.97273720783
1693,170995.74388562702
1694,184154.1463887841
1695,169931.5422441638
1696,268363.65646223025
1697,171979.48156238723
1698,369140.3854265794
1699,332131.9306462093
1700,252754.4888078637
1701,269433.89574446244
1702,252912.44195753193
1703,247823.68378724364
1704,294670.73277999356
1705,232234.74173912796
1706,420649.7016570301
1707,225764.70446526672
1708,212771.27130965752
1709,284629.7865352149
1710,224368.37109947507
1711,258928.11744779214
1712,244414.72169161504
1713,265698.9510455605
1714,220529.14866663818
1715,207061.5533825817
1716,180767.76094438598
1717,173574.91286122584
1718,140786.08735424327
1719,208399.2867265173
1720,249076.33759608882
1721,168778.38243789243
1722,133896.0466722499
1723,158014.364845009
1724,211306.78736682216
1725,234318.45001328748
1726,186577.0783876201
1727,165256.1034645778
1728,181681.0486230462
1729,165789.59864727082
1730,164436.9109280184
1731,122596.78459043847
1732,128604.69042718246
1733,118869.02127787781
1734,125969.10931456539
1735,133234.5231756314
1736,117939.03551857255
1737,367586.4412590729
1738,229161.50190341249
1739,279299.4440798648
1740,219041.5952507806
1741,189575.05638325925
1742,173771.45033335296
1743,173015.8546298872
1744,316878.7541809772
1745,242393.50956787527
1746,251258.60200448887
1747,217577.3225811376
1748,218877.7439897373
1749,159903.56970497835
1750,143262.1219755751
1751,233014.93686471335
1752,119468.42343076892
1753,143453.29810240676
1754,200487.70260633246
1755,167550.8891569056
1756,123328.33754998219
1757,120916.51158315278
1758,149982.9263922293
1759,161768.39094870977
1760,161358.641010019
1761,149037.46607476828
1762,164231.1697329852
1763,176880.87013896747
1764,122533.12941311717
1765,164743.05951163467
1766,167360.0289147986
1767,194088.02784503828
1768,143334.5143028244
1769,167895.41432032484
1770,143833.87868375552
1771,137247.05859046755
1772,140894.43796787466
1773,139124.04390857072
1774,132450.25343019638
1775,142059.8336374517
1776,131471.04509175988
1777,116699.06213313033
1778,138730.66526519417
1779,118447.92291828856
1780,169113.33676484073
1781,134373.07517206465
1782,99499.1839480954
1783,140633.30630380166
1784,106491.6409029618
1785,117632.49770585318
1786,149969.85447347988
1787,162174.7684051005
1788,64964.289837656775
1789,98822.91600845469
1790,85060.41825047559
1791,161697.80598141215
1792,154720.2500258706
1793,133213.36948676716
1794,146181.08519174546
1795,141788.65111041884
1796,130068.47835473629
1797,114709.92052847578
1798,122783.95001116153
1799,119686.27651879922
1800,139192.32106977308
1801,129687.27392050863
1802,133573.0366344511
1803,148544.9952811154
1804,139950.73869124224
1805,135073.52205753437
1806,120546.06560384418
1807,134786.5729293037
1808,121270.30830439444
1809,122995.24369546576
1810,141772.49236687284
1811,105279.91645629387
1812,108551.23693006061
1813,119191.06410959533
1814,101779.71523627048
1815,58496.19345017833
1816,100932.26526619149
1817,123136.46848516603
1818,139405.696166012
1819,129123.1236404145
1820,79162.39908769017
1821,119522.42492178656
1822,147196.36578793757
1823,50141.901498980595
1824,133820.65289601713
1825,136966.12587905716
1826,104800.90047871415
1827,104907.0914731285
1828,135872.48512757474
1829,116226.4991030643
1830,135849.65771998404
1831,164611.8801526196
1832,98524.24559064991
1833,141942.98216747455
1834,125546.96609853652
1835,142089.04490340673
1836,128482.38720985598
1837,102637.08772061835
1838,128642.60770805937
1839,105994.50872931172
1840,166454.41696206792
1841,144624.40974007826
1842,86203.1009698643
1843,139425.97275421114
1844,138676.3549525456
1845,141842.73092265427
1846,156112.26312223825
1847,180234.8698699751
1848,63536.60962954322
1849,118996.09626236267
1850,124519.50127295591
1851,151980.47845151217
1852,123902.97641182845
1853,131522.000207512
1854,170059.13399453356
1855,159672.1584672929
1856,219464.9967903208
1857,176189.67368427507
1858,143780.22577206374
1859,122025.3104002813
1860,154807.0055700788
1861,122153.25586903132
1862,262561.95138533786
1863,257526.95383379667
1864,257526.95383379667
1865,339953.8871002523
1866,330755.3294086713
1867,241614.98531516606
1868,293109.8531323218
1869,197570.85691487745
1870,245262.32062060543
1871,251902.06089109275
1872,170485.80961484296
1873,240253.76283977443
1874,141853.59385751578
1875,207016.47325325123
1876,198200.29030338468
1877,212464.74613894834
1878,202367.09396773204
1879,134896.74359265392
1880,139225.0333293893
1881,235923.39229345476
1882,256102.16717568046
1883,195365.88225482425
1884,211697.5884362956
1885,260501.02553203402
1886,290208.14603976056
1887,208000.82060995285
1888,272724.12975125463
1889,165759.20403917378
1890,131671.69853075224
1891,139359.70645001362
1892,108167.66963397153
1893,128566.92691125267
1894,126808.73454180923
1895,141387.75972003007
1896,121380.6620170422
1897,123695.56059017262
1898,116772.44460807426
1899,158397.3079967265
1900,155401.0495243898
1901,177622.32036988722
1902,151340.5299280061
1903,214229.48590092783
1904,142663.3580319295
1905,189530.11660138934
1906,177112.21188768942
1907,221815.7601418793
1908,116636.06006474
1909,135259.59572360595
1910,123469.93610409513
1911,203956.34380532795
1912,281067.8202710147
1913,141531.31217578158
1914,61439.462235829385
1915,329952.9443028358
1916,67509.00191709812
1917,255126.86101165137
1918,139703.8143182911
1919,160602.41592168176
1920,141477.15378947242
1921,398925.9375998856
1922,334931.42462666583
1923,214548.8200243921
1924,215303.7129905158
1925,222078.4834602152
1926,380970.5187361715
1927,136308.56136407354
1928,160776.37392521417
1929,124358.04426809907
1930,137394.2227677047
1931,138668.96090911076
1932,140793.761568916
1933,178627.70203731587
1934,181807.84609679916
1935,175486.7723196805
1936,188795.24796071136
1937,181697.54262600155
1938,176055.38649393432
1939,241958.25553234245
1940,191642.82234966863
1941,171698.55305755333
1942,192564.12798763975
1943,203358.63492548227
1944,343929.317141245
1945,386874.1152035573
1946,163619.0282774404
1947,323199.9012286727
1948,161851.3357184633
1949,238252.56793915943
1950,181964.77469744458
1951,255482.78210641842
1952,229606.81269629308
1953,171244.69416058355
1954,199230.4357208087
1955,146085.9236814874
1956,281271.0954351364
1957,166128.77307373576
1958,291644.44893426914
1959,133086.02853514635
1960,120984.48751040144
1961,121791.01668799447
1962,93931.10820463698
1963,103134.956290426
1964,111768.13771250163
1965,144786.18283015603
